omop_cdm_code,"icd9_code","snomed_ct_code"
435416,"961.9","419639006"
438038,"E857","216610009"
440224,"839.00","111648001"
432747,"813.54","88116004"
373199,"378.85","58244001"
443743,"238.6","415111003"
4064852,"664.0","199915009"
434820,"991.8","11925005"
4064917,"V76.3","171178007"
442077,"293.84","197480006"
4013916,"810.0","208220006"
441969,"793.6","168501001"
434167,"778.2","26746005"
4326681,"V16.41","430705002"
433909,"930","55899000"
432941,"529.9","69244009"
436767,"669.61","200142000"
318174,"459.10","61599003"
72693,"656.51","397949005"
77335,"655.9","66064007"
192679,"646.23","75150001"
376425,"381.3","232254004"
434110,"659.41","199714004"
4181604,"V25.43","428987008"
254282,"145.3","94049001"
443548,"E934.7","419887003"
440828,"753.2","204967008"
440091,"301.21","268633003"
440994,"316","192150001"
199087,"660.11","199759007"
193132,"098.2","186915005"
73338,"844.0","35726004"
441655,"705.89","88232005"
80495,"719.35","202461003"
434628,"309.21","126943008"
438867,"780.96","82991003"
195876,"621.4","38280009"
197320,"584.6","14669001"
261528,"231.9","92698005"
436421,"389.22","194429000"
439253,"296.51","191629006"
443274,"304.40","275471001"
4167696,"V86.0","416053008"
374466,"741.92","30620003"
376123,"379.32","65814009"
433515,"534.40","62838000"
437598,"534.10","72395008"
4107375,"307.80","30077003"
192676,"622.11","285836003"
200469,"666.02","200015003"
435651,"795.02","441088002"
135027,"680.6","200594006"
433934,"E920.5","218047001"
255334,"710","81573002"
256146,"502","426853005"
438341,"041.82","128944008"
80286,"996.41","302969009"
193063,"911.2","38119007"
199073,"567.31","266463007"
439142,"791.3","48165008"
4112534,"476","195810009"
4292726,"V01.9","37757003"
80819,"735.1","16123003"
377573,"384.21","40723007"
375290,"382.1","87665008"
377300,"383.01","72102005"
378765,"385.00","23606001"
4155526,"381.0","270490007"
136846,"873.51","54634002"
438208,"624.1","248861000"
443464,"338.0","426566004"
441470,"E901.0","217603005"
197135,"867.2","210219007"
441191,"E905.5","15056007"
435626,"726.62","44245003"
374914,"344.03","11538006"
433606,"801.00","27644009"
439221,"E938.9","45376003"
4104575,"377.0","194041002"
81987,"879.1","72363007"
437244,"300.6","70764005"
443409,"789.34","312355005"
194265,"007.4","240370009"
4178898,"V60.9","5015009"
439463,"E917.5","217854008"
442340,"363.52","59753003"
437133,"852.23","63323000"
442792,"726.61","73105000"
374372,"388.71","74123003"
374360,"377.49","77157004"
444434,"295.44","88975006"
433957,"046.3","22255007"
195314,"581.89","52254009"
380632,"036.1","18071005"
436091,"320.7","95883001"
436091,"320.89","95883001"
434311,"270.6","36444000"
373212,"378.41","62176008"
81358,"652.31","11914001"
134330,"341.22","425756000"
372547,"323.0","34476008"
141050,"521.9","46557008"
256036,"052.1","31920006"
4151108,"944","269242006"
77635,"718.94","118933004"
194419,"606.1","71349004"
380650,"077.4","398273006"
261782,"054.12","59819007"
440508,"759.89","66091009"
312728,"746.1","204354004"
316226,"745.10","26146002"
438338,"036.0","192644005"
76499,"712.21","201639003"
80799,"711.72","201547007"
439693,"410.60","194802003"
4169009,"V17.1","275104002"
373850,"744.24","204250005"
434599,"201.10","93537000"
441271,"304.51","191849000"
81383,"719.21","202424007"
76777,"711.92","396233005"
192362,"581.2","197591002"
438262,"791.1","91098006"
441391,"736.00","203548009"
4013459,"812.1","208258005"
138667,"V44.9","225577002"
434183,"812.43","21419000"
434554,"E932.2","293133009"
436477,"631","39804004"
440829,"760.79","206153000"
74772,"814.19","29014003"
192549,"039.2","43894001"
197339,"654.00","41215002"
198677,"001.0","63650001"
200652,"085.0","186803007"
381580,"372.50","40787005"
437449,"995.50","397940009"
442626,"404.1","66052004"
40482203,"795.2","442124003"
435228,"279.06","23238000"
321975,"839.07","11008006"
4105627,"350","193092004"
4176878,"574.1","49341008"
434543,"E926.2","218196008"
436666,"302.89","56627002"
141666,"730.06","203153007"
439794,"327.27","27405005"
437544,"362.32","50821009"
432620,"363.8","128468007"
135303,"528.4","196546001"
434302,"201.50","93519001"
314664,"426.82","9651007"
433605,"799.8","74641007"
378747,"360.60","82576008"
4290927,"369.20","70556002"
261883,"510.0","271503005"
381445,"871.3","12193006"
434207,"914.4","211309007"
4095589,"172.2","188032002"
260315,"011.20","186177005"
321109,"746.85","28574005"
376395,"354.5","30292005"
196046,"165.8","109365008"
438980,"163.8","109374005"
433702,"123.9","86133004"
76797,"752.8","204821009"
197019,"574.60","197390002"
138176,"523.0","31642005"
439328,"635.91","198715007"
437184,"E980.6","418409002"
437473,"983.2","212835003"
440601,"987.6","90765000"
201131,"789.32","74285003"
4019882,"982.0","212821000"
81357,"646.61","199106001"
440465,"660.61","86569001"
432264,"183.3","93728003"
376663,"264.0","27796003"
376335,"094.3","37754005"
374950,"374.82","89091004"
261326,"480.8","75570004"
444438,"528.6","91002001"
440465,"669.42","86569001"
433949,"E928.3","242605002"
253235,"484.3","59475000"
375272,"374.03","20828000"
195589,"598.1","86347007"
433260,"673.21","289256000"
433545,"673.23","200303005"
4112954,"634.9","198642002"
80805,"715.13","201833000"
81660,"723.2","17300000"
440084,"315.01","9236007"
75210,"230.4","92696009"
77959,"719.05","267941002"
434493,"805.07","269069004"
4110029,"472","195784004"
433490,"371.13","267639001"
4053387,"V18.61","160389004"
79186,"861.11","40521006"
195867,"623.9","22741003"
4058983,"588","197674007"
200215,"789.4","72300008"
201211,"054.11","27420004"
199079,"624.2","80212005"
259852,"482.49","22754005"
194158,"772.4","48729005"
4062635,"V73.2","171117006"
199879,"619.9","85059005"
135759,"202.20","95264000"
79889,"652.01","199344003"
4099628,"239","189525008"
435818,"376.46","80096003"
440323,"053.0","10491005"
436317,"E974","219278004"
440291,"E943.1","218933003"
72410,"730.90","111253001"
320743,"398.0","194750008"
4141630,"574.5","266475002"
261774,"011.81","186202007"
437954,"717.40","21333004"
135157,"V45.09","302116007"
195079,"788.91","129847007"
435524,"780.56","39898005"
433951,"969.5","111766000"
436607,"E860.8","269765000"
432254,"149.1","94144008"
433783,"417.1","194892009"
436581,"E852.8","72431002"
435169,"987.2","46334001"
442278,"321.3","5566009"
196762,"661.01","199819004"
30356,"210.9","92293007"
30969,"257.0","29206004"
432739,"790.09","38292009"
201817,"221.8","92103006"
434675,"536.40","309773000"
140582,"945.12","40986008"
25582,"530.84","95435007"
376564,"918.9","78598000"
200157,"642.11","198951008"
440193,"736.05","59349003"
437528,"296.52","191630001"
133646,"955.6","4412009"
441487,"991.3","370977006"
375525,"333.71","75019001"
438418,"322.0","192679007"
4109258,"373.3","193919009"
256018,"011.95","186195008"
372324,"381.81","69494008"
432345,"529.3","6971002"
81713,"842.01","209439007"
435739,"097.0","72083004"
4055453,"948.9","212127003"
320299,"414.06","233932001"
379185,"871.9","85100000"
80778,"646.62","199107005"
435325,"663.61","48287005"
4090255,"362.57","247153005"
193255,"620","266591002"
435485,"195.8","109357005"
74470,"747.63","66510004"
432656,"444.1","195317001"
433642,"955.1","67279004"
439981,"998.30","225553008"
257775,"011.56","23022004"
192363,"575.2","75726005"
374882,"215.5","286905003"
435367,"802.22","65752003"
437385,"854.06","127297005"
138965,"323.82","41370002"
374035,"370.9","5888003"
438132,"314.2","192132008"
375528,"342.11","79633009"
442600,"296.45","63249007"
440098,"364.42","51995000"
438039,"E906.8","242651001"
198551,"752.41","204855007"
197028,"594.9","79509009"
433208,"417.8","39785005"
77634,"716.46","201993002"
374364,"385.9","68996008"
4147972,"309.23","268658008"
4215003,"358.01","80976008"
201043,"443.22","233999007"
4225928,"368.47","344104004"
74768,"814.03","30632004"
135601,"642.71","198999008"
4016889,"V01.7","170480000"
434895,"288.01","89655007"
435753,"202.92","93193008"
253977,"160.8","109366009"
374952,"375.51","28244003"
436720,"478.21","13177009"
437202,"007.1","58265007"
439221,"E938.3","45376003"
437700,"841.1","209453007"
433260,"674.82","289256000"
438630,"E926.8","218190002"
375221,"307.22","7794004"
4025655,"536","196756004"
133725,"232.0","92734000"
133726,"232.3","92724009"
134308,"232.7","92735004"
374639,"346.70","431237007"
442941,"E824.0","214937006"
434872,"131.9","56335008"
440465,"674.84","86569001"
437614,"644.20","270496001"
432507,"E953.0","287190007"
141662,"730.04","10188004"
76227,"757.0","102574007"
195213,"255.1","88213004"
433612,"823.01","59639009"
433440,"300.5","78667006"
255711,"950.9","212141007"
443604,"300.16","430751001"
133691,"036.2","4089001"
4149560,"842.1","269135003"
433933,"E865.4","275390005"
433933,"E905.7","275390005"
193264,"641.11","198905007"
435160,"E873.3","216959006"
314147,"747.49","204451006"
437041,"656.83","289257009"
255677,"873.2","30972006"
376337,"353.9","118940003"
136912,"136.0","38528001"
438297,"996.00","75446001"
437269,"365.21","65460003"
80493,"718.50","111227009"
4109266,"374.4","193955001"
437457,"971.2","45536007"
439477,"E855.5","216599003"
318137,"325","192753009"
377563,"370.02","111520007"
432640,"370.04","6395007"
433581,"758.3","254273005"
432534,"E919.8","269716005"
80880,"892.2","75759008"
4064375,"V78.0","171198002"
436086,"296.46","30935000"
441754,"942.11","35501005"
443262,"302.71","270903007"
438751,"364.23","70461003"
439251,"296.56","191634005"
40480082,"339.41","443095000"
132853,"204.80","188725004"
193155,"209.10","276819005"
200349,"200.83","93191005"
435380,"813.83","53627009"
443772,"910.9","26492007"
437758,"V46.8","105501005"
444224,"149.8","109833003"
72991,"716.19","201940003"
137005,"519.02","68033004"
320682,"288.69","365630000"
376399,"366.12","52421005"
435775,"288.2","47986005"
439299,"364.11","193493000"
442427,"722.81","202723000"
77698,"840.1","209412004"
256142,"524.20","266421008"
74724,"716.49","201996005"
132853,"V10.61","188725004"
141795,"102.1","271449003"
321502,"086.0","998008"
435492,"202.02","95188007"
435503,"282.3","61261009"
140065,"284.09","50715003"
4171075,"E906.5","418975000"
436581,"E850.8","72431002"
439977,"965.8","38751004"
195562,"455","70153002"
4004805,"755.3","205197008"
438815,"658.90","72860003"
375283,"372.21","69397000"
434584,"176.8","109385007"
75652,"754.69","22099008"
435431,"E904.0","217633003"
4103471,"V85.23","301331008"
136755,"648.11","199237009"
259852,"482.40","22754005"
432848,"191.5","93748005"
434821,"995.93","238149007"
381664,"733.7","7359008"
440465,"665.51","86569001"
373166,"213.1","92208007"
444043,"968.3","40748005"
138711,"245.3","84362007"
201355,"622.0","198337003"
438220,"661.31","199833004"
441044,"445.02","425527003"
4110947,"405.01","194783001"
432451,"794.09","274520005"
199760,"201.56","188570009"
315763,"201.58","188572001"
380100,"352.1","43763009"
435203,"201.60","93510002"
435803,"352.2","80962007"
442158,"201.51","93515007"
442161,"201.61","93506000"
4103574,"301.12","192080009"
75015,"652.61","80224003"
77615,"652.51","199375007"
375016,"655.00","1538006"
441349,"635.72","48433002"
372842,"098.40","28438004"
132553,"074.0","186659004"
376918,"192.9","93923002"
4040380,"202.1","118618005"
432966,"624.3","16924008"
443727,"250.1","420422005"
4114772,"719.8","202047000"
4245221,"744.05","92918008"
73553,"719.98","399269003"
4184877,"V49.62","299219007"
75354,"732.9","77881008"
435903,"732.5","203392007"
4051874,"410.5","15990001"
312846,"176.5","109391009"
75908,"721.5","82304009"
197303,"438.41","425642008"
316501,"709.1","11263005"
4196960,"456.4","51070004"
439476,"E855.6","216603003"
442767,"971.3","65435003"
4016353,"V01.84","170473002"
435411,"952.05","11807002"
433565,"732.0","53406005"
72693,"656.50","397949005"
433260,"671.81","289256000"
435063,"761.4","69693005"
195240,"438.40","80420005"
434572,"103.1","68202005"
438178,"457.0","33129002"
4062636,"V74.8","171125008"
432493,"942.12","46156007"
200907,"999.1","213304008"
437041,"655.83","289257009"
378416,"362.89","29555009"
4096038,"250.5","190348006"
195294,"455.7","75955007"
436652,"201.95","93525002"
380097,"362.07","312912001"
196724,"519.4","48475001"
437409,"854.02","127296001"
440750,"451.83","95452006"
4322175,"909.3","70209001"
372727,"740.1","32219008"
195464,"074.1","83264000"
375529,"343.0","230772000"
81403,"756.52","1926006"
313500,"391.8","312591002"
78009,"860.1","22897006"
436803,"759.83","613003"
439907,"727.69","268002004"
136774,"696.4","3755001"
443721,"282.64","417517009"
40493020,"165.0","449066004"
75916,"755.11","268251006"
438532,"736.22","23060008"
315116,"900.00","6956001"
436873,"945.23","89266005"
4093006,"136","187249000"
4089874,"070.5","186635009"
378696,"190.6","93755007"
436311,"976.0","212771008"
442122,"194.6","93941005"
4297375,"V61.11","386702006"
443178,"910.4","211008009"
75924,"756.59","12010005"
138181,"522.8","89988002"
433374,"E885.1","242397005"
439221,"E948.8","45376003"
321710,"861.01","17414004"
437779,"041.03","85769006"
133857,"V49.4","17230005"
196259,"863.89","65071008"
194964,"442.83","70405009"
81936,"716.64","220000"
381145,"850.4","84721004"
438873,"801.36","111601003"
440896,"E806.8","213770003"
444256,"624.6","82069007"
434413,"634.71","413338003"
441855,"375.21","31788005"
4024013,"V49.85","106147001"
4108961,"363.2","193448008"
373982,"224.3","92068002"
4214563,"655.8","39457009"
432602,"321.1","24321005"
379820,"368.59","193683001"
443449,"464.01","408669002"
432436,"784.60","271721006"
4151249,"V10.29","269462001"
316999,"427","44808001"
381842,"345.2","7033004"
4054063,"883","125653000"
440820,"718.43","239735004"
4059157,"V61.9","161084006"
440390,"320.2","4510004"
375285,"378.01","5455000"
439680,"115.11","187048004"
312653,"422.90","46701001"
4013924,"812.2","208261006"
133728,"243","190268003"
136516,"754.61","23407003"
198082,"182.8","109879008"
201909,"628.8","6738008"
442137,"020.2","9012003"
434073,"525.13","37320007"
435857,"525.11","196439008"
77636,"715.12","201832005"
434752,"795.71","78466009"
443451,"E932.4","408673004"
435120,"917.3","15290006"
444268,"302.74","81903006"
381504,"053.12","17974002"
193804,"536.0","47481007"
380120,"378.73","111532006"
432695,"645.10","90968009"
434540,"967.0","44003006"
199767,"235.3","271482000"
140961,"132.2","71011005"
440068,"302.79","268637002"
198899,"879.7","65276005"
434805,"878.5","58179008"
79172,"813.02","68819003"
79101,"711.02","267878000"
433457,"300.22","191723004"
440228,"812.49","269080004"
4050401,"891","210685003"
201756,"952.2","212183002"
258482,"616.3","67624004"
433069,"878.9","66899007"
438767,"379.12","87819007"
4144395,"368.42","33970004"
193079,"954.9","63942007"
4108975,"365.0","193537004"
4198960,"V49.66","299213008"
432319,"364.74","267624002"
200138,"447.3","2900003"
375252,"360.9","371405004"
316795,"747.69","430166008"
136274,"887.1","210646005"
432893,"358.1","193209005"
437742,"E945.2","219019005"
4096666,"250.2","190329007"
434056,"438.81","195239002"
436285,"919.7","87426001"
4288676,"575.12","396335001"
436672,"275.1","79886009"
378265,"802.30","23611004"
440216,"790.22","274858002"
73553,"719.86","399269003"
81424,"836.59","35106007"
201332,"526.5","61804006"
439871,"608.82","34615008"
75669,"835.10","84920009"
441427,"815.14","3331008"
437242,"287.33","267535004"
441193,"E920.4","302981008"
72521,"991.4","271331002"
434785,"853.10","77768006"
4333977,"V45.78","231793006"
196276,"891.2","269181003"
439665,"E967.3","160802003"
436585,"980.0","82782008"
441465,"E860.0","216633005"
437046,"637.92","69124005"
440465,"671.82","86569001"
4222307,"661.4","8393005"
442067,"691","200769008"
4114486,"784.8","300273006"
195603,"624.9","198377006"
261048,"493.11","59327009"
436040,"127.2","1214006"
441507,"092.9","31137003"
199067,"614.8","198130006"
195861,"589.9","236448000"
315922,"747.0","83330001"
379817,"371.44","88538005"
4024682,"524.0","196390005"
194598,"236.1","95005005"
316280,"958.1","28398002"
254266,"011.62","80003002"
433759,"315.00","52824009"
4024837,"531.9","196643002"
439014,"360.12","75614007"
73372,"942.01","80433004"
138667,"V44.8","225577002"
30978,"282.40","40108008"
438535,"743.46","302174000"
40389902,"235.8","189426007"
433260,"668.02","289256000"
441421,"805.04","269066006"
440260,"901.40","210790008"
22871,"237.1","95002008"
141777,"017.50","26935004"
197932,"624.01","276873004"
198810,"624.02","276874005"
141917,"607.81","198033005"
436020,"039.9","11817007"
4100369,"295.7","191568005"
381306,"389.7","61947007"
4013457,"812.0","208239001"
193793,"442.84","35239001"
75035,"713.1","201726005"
138790,"523.4","5689008"
314967,"425.2","266242007"
444259,"300.12","84209002"
439659,"E967.4","160830003"
78272,"842.09","70704007"
75066,"739.1","203695004"
81672,"739.2","203696003"
199870,"997.72","16934004"
438408,"306.59","191975000"
381031,"378.05","39837002"
195462,"008.42","82930004"
4111391,"411.8","194812005"
138601,"873.50","79167003"
442747,"692.5","67445002"
433930,"E812.9","274913009"
194680,"531.10","90628007"
4096657,"242.2","190249001"
72471,"842.11","25428005"
444258,"910.1","84278006"
442299,"959.14","56343003"
439485,"E853.0","216519004"
258449,"423.0","23412002"
378157,"378.62","5371001"
438721,"275.9","45744005"
444400,"360.81","20842008"
4124794,"V18.69","289916006"
75623,"717.83","202110002"
377283,"372.71","193894004"
4104561,"374.3","193945000"
77455,"942.02","75984003"
76558,"863.41","210120007"
443375,"E933.5","293383005"
73838,"711.09","34934005"
4149693,"924","269220005"
192292,"230.8","271525004"
437580,"478.24","18099001"
437195,"999.7","88924008"
78073,"131.09","35089004"
442424,"719.75","202567001"
4052058,"942","211753004"
4094267,"195","188352007"
443571,"795.04","416033009"
433917,"946.0","10132008"
201913,"620.5","198308002"
28716,"227.6","91979007"
437543,"352.6","78152008"
4054807,"E969","242937003"
135750,"144.9","93802007"
435993,"930.1","52497002"
77182,"945.31","64359003"
321586,"391.0","15676002"
136056,"206.10","188745007"
137443,"996.55","22391002"
376990,"385.01","35522004"
434181,"802.26","207760009"
440220,"802.21","207755005"
4101068,"388.60","300132001"
81239,"195.4","94116007"
73866,"757.6","83546008"
437046,"634.92","69124005"
133367,"944.27","35847008"
372241,"046.1","792004"
196157,"607.85","1335005"
437041,"658.13","289257009"
77650,"733.45","398199007"
379012,"344.4","41764006"
434845,"E900.9","217592001"
192275,"273.4","30188007"
200215,"789.49","72300008"
4051895,"927.0","211550003"
192815,"008.0","111839008"
440603,"999.89","82545002"
197339,"654.01","41215002"
435022,"669.51","200130005"
200154,"575.5","16957005"
4096055,"252","190462000"
434620,"265.0","36656008"
433774,"376.12","80698001"
435606,"647.01","199156006"
437966,"727.82","404224009"
373126,"049.9","46322009"
438934,"946.4","212021004"
438546,"743.49","3705009"
196559,"868.13","210262008"
197723,"879.4","67267004"
435166,"E965.4","242869008"
72487,"928.20","43422002"
441712,"870.9","16998003"
443232,"870.2","269164007"
442116,"V15.03","91930004"
440971,"236.4","95127004"
433040,"833.05","73387003"
4117725,"719.3","202456000"
374934,"369.72","72020003"
317814,"212.7","92132009"
40481852,"449","442105001"
79189,"875.1","61196003"
373785,"379.39","10810001"
4144198,"200.1","307622006"
135032,"693.8","13582007"
4016359,"V02.52","170488007"
444287,"680.1","85782003"
434247,"965.61","111762003"
438635,"E850.6","216483006"
439394,"744.89","398302004"
79112,"719.24","202427000"
435493,"170.5","94004004"
440875,"881.20","6154004"
81611,"562.1","398050005"
432873,"271.2","20052008"
381014,"372.55","66081003"
75622,"714.33","201799006"
440925,"E950.7","44301001"
433938,"963.1","23833000"
77653,"728.12","70917000"
78518,"719.61","298767005"
140609,"942.29","211787009"
200768,"616.89","47132003"
444388,"916.2","86540005"
432335,"442.82","40136003"
433015,"747.21","79439001"
436096,"338.21","82423001"
437420,"908.2","111731002"
4119302,"747.32","303070000"
135471,"054.5","49012006"
198108,"221.0","189120005"
199747,"152.8","109837002"
432347,"474.9","16358007"
440465,"663.81","86569001"
438613,"994.8","269281006"
440643,"065.4","111847008"
138876,"806.20","31882001"
440382,"315.2","161129001"
373204,"372.53","64718006"
81711,"840.7","202331007"
441150,"834.10","54420005"
377561,"378.15","37214009"
379029,"378.32","29491004"
28396,"282","38911009"
4085922,"V75.9","243790003"
140654,"110.6","266152000"
436962,"327.00","193462001"
195771,"249.60","8801005"
133959,"091.82","59307008"
435457,"010.83","111832004"
439221,"E931.5","45376003"
4115359,"719.2","202423001"
439223,"965.00","74264003"
435985,"962.2","57125001"
133510,"523.30","75891001"
261774,"011.06","186202007"
438657,"E931.8","293069003"
256810,"748.0","204508009"
436010,"992.7","55017000"
439221,"E934.5","45376003"
4122116,"520.6","234949000"
75343,"718.45","239738002"
376980,"375.14","75068001"
4087628,"084.0","248441000"
440438,"525.40","26624006"
442354,"967.1","57628003"
436090,"320.3","12166008"
200774,"596.55","236655005"
4051702,"V19.5","160417009"
133613,"838.03","41061006"
435330,"671.02","200207009"
440465,"658.31","86569001"
133078,"943.15","72882005"
136854,"943.25","57332004"
76239,"806.60","14584002"
433187,"364.8","17657000"
195363,"747.62","44513007"
438003,"852.06","69458009"
440736,"424.91","195012000"
4086928,"V45.51","243818000"
432782,"E812.7","214089004"
30439,"533.10","34921009"
80496,"722.39","45181002"
4180789,"148.1","363401000"
195240,"344.30","80420005"
433397,"E861.4","216661004"
4296205,"949.2","403191005"
443430,"796.75","391147004"
443698,"796.79","439855007"
133154,"203.10","95210003"
4064354,"V73.6","171120003"
434300,"209.21","255046005"
442109,"209.61","92038006"
141159,"873.61","26422002"
194113,"674.12","200337002"
374948,"381.00","359609001"
441477,"946.3","83366000"
22288,"282.1","191169008"
79121,"733.44","43453000"
78228,"718.84","398993007"
73012,"737.42","61960001"
373160,"224.4","92070006"
439761,"202.50","93141006"
4296204,"949.1","403190006"
434559,"018.93","47604008"
197136,"863.20","68734002"
197343,"664.00","57759005"
432660,"524.89","196380002"
439406,"477.2","232347008"
4055859,"913","211249002"
193955,"016.00","44323002"
443533,"752.62","406477003"
439717,"386.01","194348002"
377883,"378.22","194102001"
4166231,"V84.01","47708004"
137809,"174","93796005"
434857,"047.0","111878007"
440822,"730.39","41910004"
199875,"618.09","354737001"
194863,"098.35","76802005"
4062650,"V77.2","171184005"
4153441,"763.0","268808004"
4156113,"182","371972005"
437588,"495.1","67242002"
375475,"130.0","17949000"
437169,"996.85","428103008"
435253,"352.0","68982002"
438321,"E904.3","242575009"
439215,"E807.0","419945001"
438814,"639.1","79133008"
4111260,"388.0","194388007"
437261,"314.1","192131001"
22274,"235.6","94899001"
437867,"363.61","122003"
381023,"371.05","28143002"
436379,"259.51","52832001"
4266169,"V47.0","399902003"
432865,"295.73","191571002"
434002,"269.3","111379007"
440925,"E950.5","44301001"
200146,"579.4","54576000"
193431,"211.9","255167007"
313829,"669.22","200112003"
437998,"824.3","4673003"
441369,"654.51","199482005"
137213,"111.8","14560005"
80498,"718.57","267936005"
196152,"567.89","48661000"
135499,"205.20","188736006"
138176,"523.00","31642005"
134604,"224.2","92169007"
196284,"947.0","212032004"
22426,"744.83","40159009"
436403,"362.18","77628002"
78602,"881.11","61526004"
437847,"362.33","776009"
436641,"134.1","68843000"
28281,"874.00","82428005"
196613,"997.61","81196009"
253339,"807.6","208128007"
440381,"305.31","191899001"
442582,"291.5","61144001"
435230,"300.14","31611000"
197330,"599.82","366271007"
373185,"333.85","102448004"
78238,"727.50","52817008"
436587,"E982.9","57335002"
193525,"633.0","82661006"
432632,"364.04","46916006"
441731,"979.0","358004"
432515,"961.0","29290000"
434713,"672.02","200280009"
440473,"670.04","40125005"
4062733,"V80.0","171214008"
380729,"377.11","21098003"
435508,"255.42","386584007"
132491,"923.01","80907003"
80808,"713.0","39710007"
433260,"642.91","289256000"
137989,"794.3","274525000"
193523,"620.6","69186005"
133055,"873.1","71491003"
200152,"628.1","198448006"
81670,"756.10","74877002"
314370,"425.3","65457005"
444090,"712.37","118932009"
439077,"642.52","198984008"
195845,"531.21","53337006"
138824,"692.83","267796002"
435163,"E941.0","292465008"
4042836,"V48.9","118934005"
4014071,"813.8","208357002"
4152660,"E906","269710004"
441640,"647.11","199163006"
81303,"386.8","20425006"
433260,"642.92","289256000"
433260,"674.32","289256000"
382014,"951.4","53933002"
432682,"634.12","198656000"
440985,"300.2","386808001"
192298,"289.4","58381000"
443095,"863.44","210123009"
4055762,"525","196438000"
377811,"190.5","93987004"
375800,"333.79","15802004"
375266,"372.01","9824006"
135762,"205.01","91860005"
372424,"743.9","19416009"
80541,"807.08","90863004"
26361,"194.4","93962006"
442066,"091.62","197348008"
433368,"989.6","21520009"
377252,"237.71","92824003"
438527,"732.4","354223006"
434712,"671.01","200208004"
439094,"671.21","200224003"
440167,"662.11","53443007"
76784,"719.10","81808003"
439642,"E871.3","216909002"
442944,"911.6","211121000"
439221,"E930.1","45376003"
440053,"134.8","71571008"
313791,"426.50","6374002"
439685,"159.8","187824009"
318989,"202.48","93150008"
4038845,"202.4","118613001"
441655,"705.9","88232005"
372329,"378.87","86485009"
200656,"122.0","20790006"
440732,"379.07","267660007"
75052,"726.4","33439002"
134569,"057.0","34730008"
194109,"666.24","23171006"
193136,"098.15","20943002"
374035,"370.8","5888003"
433778,"376.32","31056006"
260315,"011.23","186177005"
378429,"372.31","10128002"
436381,"302.6","5095008"
439620,"E929.1","218246003"
201624,"590.81","197783009"
138074,"140.0","372027002"
312922,"414.03","251019006"
436358,"180.1","93789008"
195177,"002.9","85904008"
313543,"671.93","267280004"
200792,"667.04","200038000"
138582,"811.01","111639006"
440893,"955.0","47185005"
193306,"759.3","43876007"
320206,"746.01","204342004"
433860,"747.11","218728005"
73555,"716.45","201992007"
437189,"E868.8","420057003"
376267,"918.2","7581004"
440240,"818.1","208505001"
436096,"338.28","82423001"
201347,"625.5","39402007"
79758,"187.7","372009000"
4108087,"398.9","194751007"
194491,"789.66","301403003"
376688,"366.31","67733005"
4072338,"009","20547008"
435284,"375.11","71654004"
442794,"E905.3","7456000"
434153,"758.5","74345006"
254266,"011.60","80003002"
381869,"378.20","74025007"
4004621,"733.9","203427009"
441182,"993","44532001"
198254,"789.42","439582007"
439155,"795.81","167057000"
374753,"800.10","22383006"
200293,"928.01","11730002"
374649,"368.01","35600002"
376703,"380.03","41663005"
194700,"648.00","76751001"
4028641,"648.33","237228001"
440373,"295.91","16990005"
141022,"376.04","8976003"
4129482,"V76.46","289834006"
76191,"718.82","128131002"
433750,"296.26","191606003"
4014455,"V27.3","169829002"
438915,"960.0","66413004"
438478,"640.90","25825004"
315481,"200.28","188517003"
4178963,"143.9","363382005"
4012592,"827","208734005"
381870,"378.40","14619009"
252947,"506.1","10519008"
437041,"658.23","289257009"
4015162,"V27.4","169830007"
440787,"648.30","34150001"
200343,"202.87","93198004"
192974,"661.10","43715006"
4110505,"482","195885007"
253234,"506.2","77304007"
72992,"716.20","16935003"
140947,"120.3","187115002"
441082,"643.21","199032005"
442509,"870.1","210277000"
254320,"277.02","86555001"
40353121,"E870.9","269692003"
374905,"307.49","270487001"
380709,"360.69","8207002"
433921,"999.6","341009"
75689,"922.0","111722002"
440161,"659.93","67480003"
141168,"914.1","211306000"
135766,"207.81","93142004"
193429,"202.43","93144003"
442094,"202.44","93147005"
4101125,"289.53","191338000"
442793,"249.90","74627003"
435049,"730.36","55083007"
437363,"736.03","45673004"
436904,"054.41","186544000"
4288028,"633.8","69532007"
78274,"814.04","43767005"
134851,"012.10","78436002"
436110,"365.62","37155002"
436862,"976.1","76400006"
72990,"715.33","90860001"
438447,"410.2","65547006"
77956,"718.27","267922000"
260730,"382.2","41954005"
376418,"374.02","38683003"
432821,"030.9","81004002"
436902,"030.3","400008009"
381861,"377.15","111527005"
132724,"757.4","65033000"
381562,"369.15","23672003"
435912,"745.69","15459006"
435773,"263.2","74257000"
78357,"711.19","67224007"
4004621,"733","203427009"
4015716,"V01.4","170467003"
433180,"304.50","38247002"
77340,"646.60","267204006"
199855,"531.20","17067009"
380038,"077.8","45261009"
436706,"410.52","58612006"
194991,"574.0","59771005"
433617,"821.31","19652000"
440856,"821.11","6628008"
441979,"823.10","111645003"
4102490,"356","193157005"
141056,"461.2","67832005"
4178961,"140.1","363373004"
432528,"E874.1","216974008"
436581,"E850.9","72431002"
439977,"965.9","38751004"
75455,"015.80","367488007"
440396,"365.65","68241007"
441289,"364.77","193525001"
438362,"103.0","4669001"
373203,"371.03","56530002"
438922,"E828.8","269662007"
