omop_cdm_code,"icd9_code","snomed_ct_code"
440276,"996.60","31871009"
440889,"908.4","2053005"
197230,"179","371973000"
319041,"458.0","28651003"
320122,"425.7","195023001"
374022,"342.9","50582007"
433454,"309.28","55668003"
442306,"309.0","57194009"
4113782,"434.9","286956007"
22340,"456.1","14223005"
134057,"459.9","49601007"
135183,"038.2","310668004"
196436,"455.2","90458007"
199839,"455.3","38996000"
439221,"E947.9","45376003"
77310,"451.1","266267005"
195599,"618.5","42116007"
197236,"218.9","95315005"
197444,"999.2","28104001"
200051,"183.0","93934004"
319054,"451.84","95450003"
381858,"375.00","86927009"
441269,"283.0","413603009"
4092521,"183","188201008"
80004,"959.4","125599006"
137967,"728.89","268006001"
139179,"873.43","29256009"
261881,"518.5","266370006"
376063,"225.2","92051001"
377091,"780.39","91175000"
379769,"225.0","92030004"
433656,"E878.4","102476007"
434494,"812.09","42636007"
440238,"825.25","36924003"
440417,"415.11","59282003"
441980,"825.20","342070009"
4158567,"V45.82","373108000"
40484513,"438.22","442668000"
377274,"366.00","399305009"
73045,"842.10","87778004"
4279309,"305","66214007"
74194,"847.9","281598004"
140949,"133.0","128869009"
442926,"E812.0","214081001"
4204904,"V65.45","439057000"
193186,"344.61","12454008"
372315,"366.01","1412008"
374923,"351.0","193093009"
375292,"384.20","60442001"
376337,"349.9","118940003"
379832,"389.2","77507001"
438170,"410.4","73795002"
4063448,"702","201095006"
374919,"340","24700007"
73819,"611.71","53430007"
372324,"381.9","69494008"
77646,"733.99","240134003"
133414,"112.3","187014000"
192278,"250.52","190392008"
74052,"386.30","23919004"
376946,"290.3","191461002"
75576,"564.1","10743008"
76685,"358.0","91637004"
80951,"112.2","111904009"
138239,"729.89","302293008"
197304,"707.19","95344007"
315558,"440.23","51274000"
376965,"362.11","6962006"
435543,"365.20","392288006"
439221,"E930.9","45376003"
439937,"790.95","166584001"
78193,"604.90","197983000"
314379,"426.11","270492004"
439221,"E941.3","45376003"
441737,"924.9","125667009"
75617,"715.09","201819000"
377889,"389.8","15188001"
133729,"252.00","66999008"
142026,"996.74","271966006"
196438,"447.0","70668000"
197921,"588.0","16726004"
252942,"518.3","233691007"
316994,"402.01","83105008"
320746,"425.8","195029002"
433994,"304.21","191831000"
438350,"136.3","88860002"
439777,"285.8","271737000"
440988,"301.7","26665006"
4175807,"397.0","49699002"
73065,"922.4","211495007"
141499,"038.8","105592009"
193251,"553.1","7544003"
193522,"601.0","79411002"
195864,"596.3","197866008"
196738,"608.9","64557000"
197320,"584.5","14669001"
197672,"788.3","165232002"
197911,"553.8","414399004"
199860,"553.9","52515009"
201337,"596.8","42643001"
201907,"608.86","198068005"
435242,"334.3","85102008"
439846,"428.1","85232009"
4267568,"410.1","62695002"
4309002,"996.5","213119000"
23220,"474.00","90979004"
24075,"530.3","307503005"
26060,"210.5","92263001"
30753,"530.19","16761005"
31057,"478.20","75860007"
31317,"787.29","40739000"
31509,"146.0","372020000"
31610,"530.89","37657006"
77395,"836.2","19494006"
140955,"144.8","109830000"
201340,"535.40","4556007"
258981,"176.0","109386008"
261514,"161.1","94080006"
312950,"493.00","424643009"
317898,"401.0","78975002"
320073,"288.00","165517008"
372409,"724.3","23056005"
375291,"384.01","33528003"
432289,"288.03","47318007"
432661,"528.00","95361005"
433656,"E879.2","102476007"
433709,"146.1","94102002"
434172,"780.51","41975002"
434622,"281.9","267513007"
436080,"235.1","271326004"
436320,"E916","217839002"
437832,"263.1","77702009"
438360,"146.3","94132005"
438691,"146.8","109832008"
439739,"146.7","93971002"
440530,"787.22","71457002"
440751,"475","15033003"
442588,"327.23","78275009"
443345,"528.01","292196008"
4060985,"V85.35","162864005"
4177243,"V10.02","363507003"
4201388,"V44.1","302109006"
136915,"173.0","94032008"
195588,"595.89","38822007"
197228,"200.13","188502002"
200680,"239.4","126885006"
201621,"595.2","33655002"
432571,"202.80","118600007"
4079936,"V66.2","183373009"
4147164,"V10.79","269475001"
376208,"729.9","19660004"
77644,"726.0","399114005"
433909,"930.9","55899000"
436839,"815.00","208394006"
313761,"362.35","68478007"
377279,"369.60","193732008"
436108,"365.22","30041005"
31317,"787.2","40739000"
378144,"333.0","70835005"
312358,"582.0","20917003"
441838,"301.89","33449004"
441838,"301.9","33449004"
441840,"796.9","404684003"
4147466,"300.21","35607004"
133436,"242.91","29028009"
134765,"799.4","238108007"
138717,"242.00","267374005"
375246,"354.9","58850003"
73925,"943.00","6055000"
192357,"560.1","55525008"
198470,"550.10","55993003"
200447,"997.4","24813008"
312664,"487.1","63039003"
442013,"949.0","125666000"
72266,"197.2","94493005"
256448,"493.21","195949008"
261495,"012.03","186182003"
312349,"454.9","128060009"
314369,"402.00","36315003"
314659,"447.6","52089001"
314965,"444.21","195318006"
315558,"440.2","51274000"
317305,"447.1","68109007"
440032,"078.5","28944009"
441408,"787.0","422400008"
442173,"197.8","94603006"
4026029,"569.82","197252006"
135744,"038.3","1976008"
254830,"934.8","24385003"
434329,"334.9","91502009"
441830,"276.9","76314005"
194526,"959.1","48125009"
200483,"719.55","118943001"
257293,"377.9","54767005"
312902,"348.2","68267002"
314963,"446.5","414341000"
372914,"377.10","76976005"
377294,"378.10","399054005"
377877,"378.00","16596007"
378165,"379.50","563001"
434374,"379.41","13045009"
437233,"203.0","109989006"
440358,"214.8","93163002"
440409,"376.89","371436007"
444200,"239.7","126950007"
4144783,"V67.4","307136000"
40481920,"789.05","443503005"
80205,"779.9","41168002"
192359,"586","42399005"
435308,"580.9","19351000"
437233,"203.00","109989006"
438059,"027.0","4241002"
438077,"112.5","70572005"
440689,"288.0","17182001"
30753,"530.10","16761005"
313459,"780.57","73430006"
373474,"368.2","24982008"
378424,"367.20","82649003"
435636,"732.1","15739006"
137488,"038.42","9323009"
192606,"344.1","60389000"
195007,"625.6","60241006"
197037,"596.6","197881002"
260427,"460","82272006"
372613,"342.0","80935004"
380378,"345.9","84757009"
433751,"309.1","192049004"
436075,"309.24","47372000"
436339,"041.3","186435004"
438112,"239.9","55342001"
441800,"153.2","93771007"
4021807,"V62.81","225706007"
4164707,"V64.1","29242007"
75337,"682.5","200676005"
76506,"719.06","267942009"
377527,"290.13","191455000"
434502,"826.0","81576005"
436278,"924.00","84416003"
24230,"933.1","19496008"
31884,"530.6","35563005"
77673,"788.9","42063007"
78474,"611.1","372281005"
134461,"733.6","30128009"
197023,"550.92","85502002"
199872,"590.00","197760006"
201916,"592.1","31054009"
254061,"511.8","60046008"
261495,"012.06","186182003"
261774,"011.96","186202007"
313062,"901.0","59568004"
316429,"427.69","29717002"
372634,"369.9","313165001"
373764,"349.82","28394000"
374025,"362.81","28998008"
375557,"434.11","75543006"
378756,"372.72","21117005"
433197,"366.11","44219007"
437540,"362.31","38742007"
438744,"363.15","89188001"
440658,"173.6","94045007"
441258,"285.22","191265009"
443350,"600.01","307541003"
443622,"441.2","433068007"
436936,"225.1","92071005"
443524,"788.33","413343005"
133729,"252.0","66999008"
199870,"593.81","16934004"
259123,"746.81","73660006"
312337,"444.9","266262004"
313792,"427.2","12026006"
314965,"444.22","195318006"
315833,"425.9","89600009"
316428,"425.1","45227007"
317302,"427.81","60423000"
320416,"396.9","194732001"
439770,"250.11","420270002"
441589,"424.99","56819008"
444247,"453.9","111293003"
77025,"562.11","111359004"
193242,"569.83","56905009"
316437,"437.0","55382008"
320749,"446.0","155441006"
377254,"290.40","70936005"
436883,"E936.1","218638005"
437995,"818.0","208503008"
438796,"532.60","81142005"
443617,"312.9","430909002"
4343213,"998.3","239156008"
437409,"854.00","127296001"
443586,"293.9","428703001"
74135,"727.9","3519007"
137682,"782.0","80910005"
376415,"367.0","38101003"
436677,"309.9","17226007"
437498,"141.9","94101009"
440655,"141.2","187637005"
442181,"196.0","94397007"
199978,"924.5","91603007"
434782,"823.82","413877007"
435666,"823.00","23900009"
436252,"823.20","28012007"
442348,"828.0","42109006"
377556,"368.11","15203004"
195856,"576.1","82403002"
200764,"574.90","197398009"
380513,"743.30","79410001"
433450,"295.30","64905009"
439791,"309.29","309838005"
72995,"718.44","86414002"
78234,"719.44","202472008"
79072,"611.0","266579006"
200144,"553.00","60016005"
377551,"360.42","264008"
381575,"380.9","49130001"
435141,"998.1","40470007"
436670,"273.9","75934005"
4308543,"998.5","213290006"
80813,"721.3","48210000"
196168,"626.4","80182007"
315286,"414.8","413838009"
432869,"286.5","191287000"
434298,"196.3","94398002"
440956,"174.2","94115006"
441284,"365.13","84494001"
4175028,"535.4","42541005"
254677,"480.0","41207000"
320420,"379.21","60189009"
379801,"350.1","31681005"
24970,"476.0","29951006"
75865,"599.89","128606002"
77066,"717.3","111222003"
77638,"722.2","70218004"
81144,"844.1","81902001"
193016,"753.10","236439005"
194997,"601.9","9713002"
195083,"789.04","301716002"
195585,"555.0","56689002"
196151,"564.89","81120009"
196456,"574.20","235919008"
198558,"788.43","6408001"
255677,"873.20","30972006"
321588,"429.9","56265001"
433611,"815.19","4349002"
441194,"E927.0","218218000"
30234,"847.0","209557005"
72404,"719.50","84445001"
81186,"923.21","48123002"
441192,"E888.1","217848007"
443040,"E817.1","214460005"
374915,"345.51","230381009"
192367,"622.1","73391008"
195012,"626.6","64996003"
438342,"082.49","77361002"
438557,"790.29","102660008"
133857,"736.89","17230005"
135722,"997.62","213245002"
196151,"564.9","81120009"
201633,"595.81","13285005"
321052,"443.89","400047006"
321588,"429.89","56265001"
438066,"078.89","105629000"
443392,"V71.1","363346000"
4094876,"162.5","187868006"
4103640,"V49.73","299653001"
4151249,"V10.20","269462001"
141095,"706.1","11381005"
141104,"722.73","34139004"
260336,"161.0","93816002"
440358,"214.9","93163002"
139750,"173.9","94047004"
26942,"282.62","417425009"
133727,"242.90","89719007"
135778,"242.20","26389007"
137057,"681.02","71906005"
375547,"367.31","3289004"
376028,"053.21","42448002"
443228,"917.0","269201008"
443732,"250.90","422014003"
4108358,"435","195204002"
195862,"597.80","31822004"
28385,"253.6","72442006"
440385,"331.4","230746009"
141934,"709.3","396325007"
436480,"624.0","51689003"
73153,"188.2","188241004"
73712,"188.1","188240003"
81101,"718.54","56923001"
198401,"236.7","94754000"
438268,"834.00","75137002"
193253,"583.9","52845002"
194395,"562.12","197092000"
375519,"291.81","191480000"
441836,"296.50","49468007"
141372,"692.2","23012005"
4024361,"478.30","226080004"
440021,"054.9","111853008"
253482,"377.75","68574006"
194995,"593.89","128073008"
197022,"550.11","18253009"
313928,"997.2","10596002"
372880,"344.2","54099005"
375529,"343.9","230772000"
4204966,"530.1","53771000"
72748,"840.4","74779009"
134057,"429.2","49601007"
434376,"410.12","54329005"
4148887,"V63.2","270459005"
372651,"383.1","80645004"
444219,"731.0","111254007"
77403,"805.8","28425007"
137548,"353.2","54404000"
194081,"595.0","68226007"
197981,"789.60","43478001"
200779,"621.0","11314008"
378741,"353.0","3548001"
438979,"153.0","93826009"
4077577,"296.32","18818009"
22281,"282.60","127040003"
28974,"112.84","20639004"
74188,"807.00","60667009"
76819,"754.32","268242003"
77630,"715.31","118944007"
81099,"711.01","36678001"
192242,"070.51","235866006"
193807,"565.1","72779005"
201530,"250.20","190331003"
380102,"371.20","27194006"
381292,"372.14","26045000"
432541,"010.90","63309002"
432768,"930.0","37450000"
439796,"305.61","191918009"
442764,"569.42","68653001"
4210149,"V65.42","313071005"
4326601,"566","75236001"
375539,"360.43","193287005"
194878,"202.00","95194004"
200349,"202.83","93191005"
200662,"202.8","188498009"
320347,"202.08","95192000"
435753,"202.82","93193008"
436920,"200.0","373168002"
436920,"200.00","373168002"
438112,"239.8","55342001"
440058,"202.90","93199007"
4083043,"V66.0","183370007"
4109711,"375.0","193973003"
40389897,"235.7","189421002"
432585,"286.9","64779008"
4008573,"365.1","111513000"
437449,"995.51","397940009"
378414,"361.9","42059000"
78235,"724.79","61296009"
134460,"728.71","13370002"
136497,"709.2","201307004"
138225,"706.8","3441005"
196156,"599.2","90531003"
378752,"371.00","64634000"
381581,"373.2","1482004"
433071,"924.8","111721009"
434056,"438.9","195239002"
4181480,"191.1","363467004"
200618,"998.0","58581001"
373503,"435.8","266257000"
4048727,"V76.49","15886004"
198400,"228.01","271481007"
73553,"716.80","399269003"
75617,"715.00","201819000"
80874,"884.0","31364005"
81942,"726.70","21409006"
253954,"011.80","154283005"
253954,"011.90","154283005"
23808,"533.70","60400003"
72986,"715.36","128137003"
373487,"377.41","14357004"
374384,"437.1","287731003"
374954,"377.30","66760008"
376095,"292.82","191493005"
376406,"369.10","91408006"
379818,"377.32","230507009"
380995,"341.0","25044007"
437306,"437.7","230736007"
440990,"333.5","271700006"
81893,"556.9","64766004"
139036,"428.42","371037005"
193782,"585.6","46177005"
443783,"585.4","27624003"
4263370,"V12.54","36179005"
75941,"807.01","45356009"
196469,"575.4","25345001"
198809,"575.0","65275009"
253896,"860.0","3903005"
78473,"610.0","266578003"
134743,"757.1","13059002"
432513,"E906.3","399907009"
195306,"535","196731005"
256448,"493.2","195949008"
315831,"416.8","87837008"
318773,"425.5","83521008"
432807,"E920.8","218016007"
433163,"262","238107002"
198402,"236.91","94889006"
198985,"189.0","93849006"
75344,"722.90","36427004"
440740,"446.7","359789008"
76482,"632","16607004"
76725,"565.0","30037006"
133298,"723.9","111235007"
192854,"218.1","93616000"
195770,"218.2","95280005"
196162,"615.9","28783002"
197095,"752.11","268219005"
197607,"626.2","266601003"
199065,"593.3","25341005"
318736,"346.91","37796009"
434657,"781.94","95666008"
436164,"620.1","386762009"
440855,"815.02","54641008"
4064908,"V75.3","171143007"
4319325,"V45.77","95428004"
315361,"786.02","62744007"
375738,"094.9","26039008"
432621,"360.00","41720003"
434056,"438.89","195239002"
439731,"091.52","30080002"
439808,"370.50","1763009"
4023168,"V60.3","105529008"
4103471,"V85.25","301331008"
40485064,"097.1","444150000"
442308,"916.0","56809002"
4310768,"E880.9","217093000"
141248,"216.0","92369000"
260123,"461.9","15805002"
4280828,"V02.9","66598005"
79167,"816.12","41511005"
132659,"522.4","88071000"
73036,"813.01","64902007"
436375,"276.52","28560003"
439940,"813.00","2295008"
192978,"664.01","199916005"
433270,"663.31","11209007"
435875,"648.91","198609003"
437041,"641.93","289257009"
437041,"661.93","289257009"
439658,"648.93","173300003"
441351,"644.21","199058005"
4016359,"V02.51","170488007"
4094448,"V72.41","250425007"
4133029,"V22.0","127364007"
4302252,"V23.9","386322007"
259992,"997.31","429271009"
314971,"518.83","39871006"
321042,"V12.53","410429000"
376552,"851.86","269144002"
380378,"345.90","84757009"
434633,"337.9","15241006"
440276,"996.64","31871009"
441553,"333.2","17450006"
4024567,"V46.11","106048009"
4201387,"V44.0","302108003"
4256640,"V85.4","408512008"
133669,"945.14","20490007"
141639,"642.32","198966006"
200588,"959.12","128069005"
433260,"667.02","289256000"
433376,"E924.9","242507000"
437483,"E960.0","219178006"
439348,"646.93","198881004"
442920,"648.41","199259006"
444082,"644.10","37486004"
4088930,"V72.42","248992004"
72996,"719.56","267960009"
78517,"719.49","35678005"
132446,"757.39","199879009"
137951,"701.1","400166009"
196431,"446.20","60555002"
196726,"574.00","197377009"
200762,"571.42","408335007"
200763,"571.49","76783007"
434169,"793.80","274530001"
435305,"532.91","18169007"
437222,"V04.82","55735004"
443570,"795.03","416030007"
433701,"117.9","3218000"
258453,"465.8","78337007"
73842,"726.39","35185008"
78011,"842.12","32128001"
433656,"E878.6","102476007"
437474,"998.59","33910007"
74464,"737.30","30611007"
74855,"054.10","33839006"
198131,"306.51","71787009"
372607,"291.3","7052005"
374317,"291.89","42344001"
432597,"295.70","191567000"
433735,"303.00","191802004"
434887,"277.4","190932003"
436370,"304.80","191871005"
436665,"296.80","13746004"
437257,"303.01","191804003"
440069,"304.60","191816009"
440987,"292.12","191486006"
444038,"292.84","37331004"
4051630,"V65.2","23268009"
4086918,"V73.89","243791004"
4100515,"304.20","191829009"
4144274,"V60.0","266935003"
4208970,"V15.41","313215004"
4240902,"V15.01","91935009"
4152045,"V76.0","268546004"
192785,"942.23","73948007"
439987,"E924.0","218130004"
4315363,"E920.3","218034006"
31967,"787.02","422587007"
4315359,"E920.2","218026000"
439221,"E939.3","45376003"
444239,"V45.3","128926000"
138384,"244.8","111566002"
434541,"992.8","111735006"
79061,"564.01","35298007"
195562,"455.8","70153002"
257907,"518.89","19829001"
440938,"004.8","111817006"
4179214,"V16.0","429006005"
74174,"788.69","249274008"
196163,"616.0","198199009"
